-269.999 -269.998 1
-269.999 -264.599 1
-269.999 -259.199 1
-269.999 -253.799 1
-269.999 -248.399 1
-269.999 -242.999 1
-269.999 -237.599 1
-269.999 -232.199 1
-269.999 -226.799 1
-269.999 -221.399 1
-269.999 -215.999 1
-269.999 -210.599 1
-269.999 -205.199 1
-269.999 -199.799 1
-269.999 -194.399 1
-269.999 -188.999 1
-269.999 -183.599 1
-269.999 -178.199 1
-269.999 -172.799 1
-269.999 -167.399 1
-269.999 -161.999 1
-269.999 -156.599 1
-269.999 -151.199 1
-269.999 -145.799 1
-269.999 -140.399 1
-269.999 -134.999 1
-269.999 -129.599 1
-269.999 -124.199 1
-269.999 -118.799 1
-269.999 -113.399 1
-269.999 -107.999 1
-269.999 -102.599 1
-269.999 -97.1995 1
-269.999 -91.7995 1
-269.999 -86.3995 1
-269.999 -80.9995 1
-269.999 -75.5996 1
-269.999 -70.1996 1
-269.999 -64.7996 1
-269.999 -59.3997 1
-269.999 -53.9997 1
-269.999 -48.5997 1
-269.999 -43.1998 1
-269.999 -37.7998 1
-269.999 -32.3998 1
-269.999 -26.9998 1
-269.999 -21.5999 1
-269.999 -16.1999 1
-269.999 -10.7999 1
-269.999 -5.39997 1
-269.999 0 1
-269.999 5.39997 1
-269.999 10.7999 1
-269.999 16.1999 1
-269.999 21.5999 1
-269.999 26.9998 1
-269.999 32.3998 1
-269.999 37.7998 1
-269.999 43.1998 1
-269.999 48.5997 1
-269.999 53.9997 1
-269.999 59.3997 1
-269.999 64.7996 1
-269.999 70.1996 1
-269.999 75.5996 1
-269.999 80.9995 1
-269.999 86.3995 1
-269.999 91.7995 1
-269.999 97.1995 1
-269.999 102.599 1
-269.999 107.999 1
-269.999 113.399 1
-269.999 118.799 1
-269.999 124.199 1
-269.999 129.599 1
-269.999 134.999 1
-269.999 140.399 1
-269.999 145.799 1
-269.999 151.199 1
-269.999 156.599 1
-269.999 161.999 1
-269.999 167.399 1
-269.999 172.799 1
-269.999 178.199 1
-269.999 183.599 1
-269.999 188.999 1
-269.999 194.399 1
-269.999 199.799 1
-269.999 205.199 1
-269.999 210.599 1
-269.999 215.999 1
-269.999 221.399 1
-269.999 226.799 1
-269.999 232.199 1
-269.999 237.599 1
-269.999 242.999 1
-269.999 248.399 1
-269.999 253.799 1
-269.999 259.199 1
-269.999 264.599 1
-269.999 269.998 1
-264.6 -269.998 1
-264.6 -264.599 1
-264.6 -259.199 1
-264.6 -253.799 1
-264.6 -248.399 1
-264.6 -242.999 1
-264.6 -237.599 1
-264.6 -232.199 1
-264.6 -226.799 1
-264.6 -221.399 1
-264.6 -215.999 1
-264.6 -210.599 1
-264.6 -205.199 1
-264.6 -199.799 1
-264.6 -194.399 1
-264.6 -188.999 1
-264.6 -183.599 1
-264.6 -178.199 1
-264.6 -172.799 1
-264.6 -167.399 1
-264.6 -161.999 1
-264.6 -156.599 1
-264.6 -151.199 1
-264.6 -145.799 1
-264.6 -140.399 1
-264.6 -134.999 1
-264.6 -129.599 1
-264.6 -124.199 1
-264.6 -118.799 1
-264.6 -113.399 1
-264.6 -107.999 1
-264.6 -102.599 1
-264.6 -97.1995 1
-264.6 -91.7995 1
-264.6 -86.3995 1
-264.6 -80.9995 1
-264.6 -75.5996 1
-264.6 -70.1996 1
-264.6 -64.7996 1
-264.6 -59.3997 1
-264.6 -53.9997 1
-264.6 -48.5997 1
-264.6 -43.1998 1
-264.6 -37.7998 1
-264.6 -32.3998 1
-264.6 -26.9998 1
-264.6 -21.5999 1
-264.6 -16.1999 1
