894 0 270 0 0.728087 0.508954 0.951195 2.18824
894 0 293.269 0 0.663527 0.501554 0.906811 2.07189
894 0 316.538 0 0.616019 0.497137 0.881123 1.99428
894 0 339.808 0 0.580723 0.49588 0.871559 1.94816
894 0 363.077 0 0.55446 0.497631 0.875513 1.9276
894 0 386.346 0 0.535034 0.501906 0.890249 1.92719
894 0 409.615 0 0.520849 0.507957 0.912882 1.94169
894 0 432.885 0 0.510713 0.514894 0.940473 1.96608
894 0 456.154 0 0.503704 0.521775 0.970113 1.99559
894 0 479.423 0 0.499099 0.527724 0.999099 2.02592
894 0 502.692 0 0.496312 0.532024 1.02506 2.0534
894 0 525.962 0 0.494904 0.534091 1.04603 2.07503
894 0 549.231 0 0.494486 0.533604 1.0606 2.08869
894 0 572.5 0 0.494726 0.530668 1.06818 2.09357
894 0.01 270 0 0.72816 0.509002 0.951155 2.18832
894 0.01 293.269 0 0.663598 0.501603 0.906773 2.07197
894 0.01 316.538 0 0.616089 0.497184 0.88108 1.99435
894 0.01 339.808 0 0.580789 0.495925 0.871506 1.94822
894 0.01 363.077 0 0.554525 0.497674 0.875449 1.92765
894 0.01 386.346 0 0.535096 0.501947 0.89017 1.92721
894 0.01 409.615 0 0.520907 0.507996 0.912787 1.94169
894 0.01 432.885 0 0.510768 0.514932 0.940362 1.96606
894 0.01 456.154 0 0.503756 0.521812 0.96999 1.99556
894 0.01 479.423 0 0.499147 0.527762 0.998965 2.02587
894 0.01 502.692 0 0.496358 0.532063 1.02493 2.05335
894 0.01 525.962 0 0.494947 0.534133 1.04589 2.07497
894 0.01 549.231 0 0.494528 0.53365 1.06047 2.08864
894 0.01 572.5 0 0.494767 0.530718 1.06805 2.09353
894 0.02 270 0 0.72838 0.509148 0.951037 2.18857
894 0.02 293.269 0 0.663814 0.501748 0.906658 2.07222
894 0.02 316.538 0 0.616298 0.497327 0.880952 1.99458
894 0.02 339.808 0 0.580992 0.496062 0.871351 1.94841
894 0.02 363.077 0 0.554721 0.497805 0.875256 1.92778
894 0.02 386.346 0 0.535282 0.50207 0.889932 1.92728
894 0.02 409.615 0 0.521083 0.508113 0.912501 1.9417
