-180 -180 1
-180 -176.4 1
-180 -172.8 1
-180 -169.2 1
-180 -165.6 1
-180 -162 1
-180 -158.4 1
-180 -154.8 1
-180 -151.2 1
-180 -147.6 1
-180 -144 1
-180 -140.4 1
-180 -136.8 1
-180 -133.2 1
-180 -129.6 1
-180 -126 1
-180 -122.4 1
-180 -118.8 1
-180 -115.2 1
-180 -111.6 1
-180 -108 1
-180 -104.4 1
-180 -100.8 1
-180 -97.2 1
-180 -93.6 1
-180 -90 1
-180 -86.4 1
-180 -82.8 1
-180 -79.2 1
-180 -75.6 1
-180 -72 1
-180 -68.4 1
-180 -64.8 1
-180 -61.2 1
-180 -57.6 1
-180 -54 1
-180 -50.4 1
-180 -46.8 1
-180 -43.2 1
-180 -39.6 1
-180 -36 1
-180 -32.4 1
-180 -28.8 1
-180 -25.2 1
-180 -21.6 1
-180 -18 1
-180 -14.4 1
-180 -10.8 1
-180 -7.2 1
-180 -3.6 1
-180 2.40642e-14 1
-180 3.6 1
-180 7.2 1
-180 10.8 1
-180 14.4 1
-180 18 1
-180 21.6 1
-180 25.2 1
-180 28.8 1
-180 32.4 1
-180 36 1
-180 39.6 1
-180 43.2 1
-180 46.8 1
-180 50.4 1
-180 54 1
-180 57.6 1
-180 61.2 1
-180 64.8 1
-180 68.4 1
-180 72 1
-180 75.6 1
-180 79.2 1
-180 82.8 1
-180 86.4 1
-180 90 1
-180 93.6 1
-180 97.2 1
-180 100.8 1
-180 104.4 1
-180 108 1
-180 111.6 1
-180 115.2 1
-180 118.8 1
-180 122.4 1
-180 126 1
-180 129.6 1
-180 133.2 1
-180 136.8 1
-180 140.4 1
-180 144 1
-180 147.6 1
-180 151.2 1
-180 154.8 1
-180 158.4 1
-180 162 1
-180 165.6 1
-180 169.2 1
-180 172.8 1
-180 176.4 1
-180 180 1
-176.4 -180 1
-176.4 -176.4 1
-176.4 -172.8 1
-176.4 -169.2 1
-176.4 -165.6 1
-176.4 -162 1
-176.4 -158.4 1
-176.4 -154.8 1
-176.4 -151.2 1
-176.4 -147.6 1
-176.4 -144 1
-176.4 -140.4 1
-176.4 -136.8 1
-176.4 -133.2 1
-176.4 -129.6 1
-176.4 -126 1
-176.4 -122.4 1
-176.4 -118.8 1
-176.4 -115.2 1
-176.4 -111.6 1
-176.4 -108 1
-176.4 -104.4 1
-176.4 -100.8 1
-176.4 -97.2 1
-176.4 -93.6 1
-176.4 -90 1
-176.4 -86.4 1
-176.4 -82.8 1
-176.4 -79.2 1
-176.4 -75.6 1
-176.4 -72 1
-176.4 -68.4 1
-176.4 -64.8 1
-176.4 -61.2 1
-176.4 -57.6 1
-176.4 -54 1
-176.4 -50.4 1
-176.4 -46.8 1
-176.4 -43.2 1
-176.4 -39.6 1
-176.4 -36 1
-176.4 -32.4 1
-176.4 -28.8 1
-176.4 -25.2 1
-176.4 -21.6 1
-176.4 -18 1
-176.4 -14.4 1
-176.4 -10.8 1
-176.4 -7.2 1
-176.4 -3.6 1
-176.4 2.40642e-14 1
-176.4 3.6 1
-176.4 7.2 1
-176.4 10.8 1
-176.4 14.4 1
-176.4 18 1
-176.4 21.6 1
-176.4 25.2 1
-176.4 28.8 1
-176.4 32.4 1
-176.4 36 1
-176.4 39.6 1
-176.4 43.2 1
-176.4 46.8 1
