224.995 1.50075 2 1
224.955 4.50198 2 1
224.875 7.50241 2 1
224.755 10.5015 2 1
224.595 13.4987 2 1
224.395 16.4936 2 1
224.155 19.4855 2 1
223.875 22.4739 2 1
223.555 25.4583 2 1
223.196 28.4382 2 1
222.796 31.413 2 1
222.358 34.3823 2 1
221.879 37.3454 2 1
221.361 40.3019 2 1
220.804 43.2512 2 1
220.207 46.1928 2 1
219.571 49.1262 2 1
218.897 52.0508 2 1
218.183 54.9662 2 1
217.43 57.8718 2 1
216.639 60.7671 2 1
215.809 63.6516 2 1
214.941 66.5248 2 1
214.034 69.3861 2 1
213.089 72.2351 2 1
212.107 75.0712 2 1
211.087 77.8939 2 1
210.029 80.7028 2 1
208.933 83.4974 2 1
207.801 86.2771 2 1
206.632 89.0414 2 1
205.425 91.7899 2 1
204.183 94.522 2 1
202.904 97.2373 2 1
201.589 99.9354 2 1
200.237 102.616 2 1
198.851 105.278 2 1
197.429 107.921 2 1
195.972 110.545 2 1
194.479 113.149 2 1
192.953 115.733 2 1
191.392 118.297 2 1
189.797 120.84 2 1
188.168 123.361 2 1
186.505 125.86 2 1
184.81 128.337 2 1
183.082 130.79 2 1
181.321 133.221 2 1
179.527 135.628 2 1
177.702 138.011 2 1
175.845 140.369 2 1
173.957 142.702 2 1
172.038 145.01 2 1
170.088 147.292 2 1
168.108 149.548 2 1
166.098 151.777 2 1
164.059 153.979 2 1
161.99 156.154 2 1
159.893 158.301 2 1
157.767 160.42 2 1
155.613 162.51 2 1
153.431 164.572 2 1
151.222 166.604 2 1
148.986 168.606 2 1
146.724 170.579 2 1
144.436 172.521 2 1
142.121 174.432 2 1
139.782 176.312 2 1
137.417 178.161 2 1
135.029 179.979 2 1
132.616 181.764 2 1
130.179 183.517 2 1
127.72 185.237 2 1
125.237 186.924 2 1
122.733 188.578 2 1
120.206 190.199 2 1
117.658 191.785 2 1
115.089 193.338 2 1
112.5 194.856 2 1
109.891 196.339 2 1
107.262 197.788 2 1
104.614 199.201 2 1
101.947 200.579 2 1
99.2625 201.921 2 1
96.5601 203.227 2 1
93.8405 204.497 2 1
91.1043 205.73 2 1
88.3518 206.927 2 1
85.5836 208.088 2 1
82.8001 209.211 2 1
80.0019 210.297 2 1
77.1895 211.345 2 1
74.3634 212.356 2 1
71.524 213.329 2 1
68.6719 214.264 2 1
65.8076 215.161 2 1
62.9315 216.02 2 1
60.0443 216.84 2 1
57.1463 217.622 2 1
54.2382 218.365 2 1
51.3205 219.069 2 1
48.3936 219.734 2 1
45.4581 220.36 2 1
42.5145 220.947 2 1
39.5634 221.494 2 1
36.6052 222.002 2 1
33.6405 222.471 2 1
30.6698 222.9 2 1
27.6937 223.289 2 1
24.7126 223.639 2 1
21.7271 223.949 2 1
18.7378 224.218 2 1
15.7451 224.448 2 1
12.7496 224.638 2 1
9.75189 224.789 2 1
6.75241 224.899 2 1
3.75173 224.969 2 1
0.750379 224.999 2 1
-2.2511 224.989 2 1
-5.25219 224.939 2 1
-8.25233 224.849 2 1
-11.251 224.719 2 1
-14.2477 224.548 2 1
-17.2418 224.338 2 1
-20.2329 224.088 2 1
-23.2204 223.799 2 1
-26.2037 223.469 2 1
-29.1824 223.1 2 1
-32.1559 222.69 2 1
-35.1236 222.242 2 1
-38.0851 221.753 2 1
-41.0399 221.226 2 1
-43.9873 220.658 2 1
-46.9269 220.052 2 1
-49.8582 219.406 2 1
-52.7805 218.722 2 1
-55.6935 217.998 2 1
-58.5966 217.236 2 1
-61.4893 216.435 2 1
-64.371 215.595 2 1
-67.2412 214.718 2 1
-70.0995 213.801 2 1
-72.9453 212.847 2 1
-75.7781 211.855 2 1
-78.5975 210.826 2 1
-81.4028 209.758 2 1
-84.1937 208.654 2 1
-86.9696 207.512 2 1
-89.73 206.334 2 1
-92.4745 205.118 2 1
-95.2024 203.866 2 1
-97.9135 202.578 2 1
-100.607 201.254 2 1
-103.283 199.894 2 1
-105.94 198.499 2 1
-108.579 197.068 2 1
-111.198 195.602 2 1
-113.797 194.101 2 1
-116.376 192.566 2 1
-118.935 190.996 2 1
-121.472 189.393 2 1
-123.988 187.755 2 1
-126.481 186.085 2 1
-128.952 184.381 2 1
-131.4 182.644 2 1
-133.825 180.875 2 1
-136.226 179.074 2 1
-138.603 177.241 2 1
-140.955 175.376 2 1
-143.282 173.48 2 1
-145.583 171.553 2 1
-147.859 169.596 2 1
-150.108 167.609 2 1
-152.33 165.591 2 1
-154.526 163.545 2 1
-156.694 161.469 2 1
-158.834 159.364 2 1
-160.945 157.231 2 1
-163.028 155.07 2 1
-165.082 152.882 2 1
-167.107 150.666 2 1
-169.102 148.423 2 1
